date;train;way;station;hour;composition;p1q0;p2q0;p3q0;p0q1;p0q2;p0q3;day
22/05/2019;4;0;BD;07:00:00;2;0.075;0.083;0.084;0.074;NA;NA;
27/05/2019;4;0;BD;07:00:00;2;0.108;0.094;0.072;0.083;NA;NA;
29/05/2019;4;0;BD;07:00:00;2;0.074;0.0884;0.068;0.049;NA;NA;
03/06/2019;4;0;BD;07:00:00;2;0.094;0.074;0.072;0.063;NA;NA;
04/06/2019;4;0;BD;07:00:00;2;0.072;0.083;0.069;0.068;NA;NA;
07/06/2019;4;0;BD;07:00:00;2;0.062;0.074;0.054;0.075;NA;NA;
11/06/2019;4;0;BD;07:00:00;2;0.086;0.089;0.0756;0.091;NA;NA;
12/06/2019;4;0;BD;07:00:00;2;0.068;0.076;0.058;0.068;NA;NA;
13/06/2019;4;0;BD;07:00:00;2;0.076;0.073;0.069;0.086;NA;NA;
14/06/2019;4;0;BD;07:00:00;2;0.071;0.07;0.085;0.07;NA;NA;
17/06/2019;4;0;BD;07:00:00;2;0.086;0.091;0.065;0.073;NA;NA;
18/06/2019;4;0;BD;07:00:00;2;0.077;0.0782;0.075;0.086;NA;NA;
19/06/2019;4;0;BD;07:00:00;2;0.0736;0.079;0.1;0.086;NA;NA;
20/06/2019;4;0;BD;07:00:00;2;0.088;0.078;0.082;0.078;NA;NA;
21/06/2019;4;0;BD;07:00:00;2;0.095;0.08;0.0658;0.072;NA;NA;
24/06/2019;4;0;BD;07:00:00;2;0.07;0.077;0.077;0.056;NA;NA;
25/06/2019;4;0;BD;07:00:00;2;0.084;0.099;0.066;0.083;NA;NA;
26/06/2019;4;0;BD;07:00:00;2;0.0826;0.071;0.082;0.071;NA;NA;
27/06/2019;4;0;BD;07:00:00;2;0.085;0.072;0.107;0.089;NA;NA;
28/06/2019;4;0;BD;07:00:00;2;0.078;0.07;0.081;0.063;NA;NA;
01/07/2019;4;0;BD;07:00:00;2;0.069;0.061;0.062;0.077;NA;NA;
02/07/2019;4;0;BD;07:00:00;2;0.0798;0.089;0.084;0.068;NA;NA;
03/07/2019;4;0;BD;07:00:00;2;0.06;0.08;0.086;0.072;NA;NA;
04/07/2019;4;0;BD;07:00:00;2;0.085;0.08;0.087;0.066;NA;NA;
05/07/2019;4;0;BD;07:00:00;2;0.087;0.08;0.081;0.07;NA;NA;
28/05/2019;4;0;BD;07:00:00;2;0.099;0.073;0.0688;0.093;NA;NA;
21/05/2019;4;0;BE;07:00:00;2;0.112;0.126;0.082;0.086;0.133;NA;
22/05/2019;4;0;BE;07:00:00;2;0.099;0.099;0.104;0.074;0.108;NA;
27/05/2019;4;0;BE;07:00:00;2;0.124;0.113;0.087;0.083;0.121;NA;
29/05/2019;4;0;BE;07:00:00;2;0.093;0.1044;0.078;0.049;0.083;NA;
03/06/2019;4;0;BE;07:00:00;2;0.114;0.088;0.089;0.063;0.107;NA;
04/06/2019;4;0;BE;07:00:00;2;0.088;0.1044;0.089;0.068;0.104;NA;
07/06/2019;4;0;BE;07:00:00;2;0.084;0.084;0.076;0.075;0.112;NA;
11/06/2019;4;0;BE;07:00:00;2;0.106;0.099;0.0888;0.091;0.13;NA;
12/06/2019;4;0;BE;07:00:00;2;0.097;0.091;0.07;0.068;0.102;NA;
13/06/2019;4;0;BE;07:00:00;2;0.099;0.087;0.085;0.086;0.123;NA;
14/06/2019;4;0;BE;07:00:00;2;0.091;0.082;0.11;0.07;0.108;NA;
17/06/2019;4;0;BE;07:00:00;2;0.1;0.106;0.082;0.073;0.103;NA;
18/06/2019;4;0;BE;07:00:00;2;0.096;0.0912;0.093;0.086;0.12;NA;
19/06/2019;4;0;BE;07:00:00;2;0.093;0.094;0.119;0.086;0.118;NA;
20/06/2019;4;0;BE;07:00:00;2;0.1;0.097;0.098;0.078;0.112;NA;
21/06/2019;4;0;BE;07:00:00;2;0.111;0.097;0.0972;0.072;0.099;NA;
24/06/2019;4;0;BE;07:00:00;2;0.084;0.094;0.085;0.056;0.082;NA;
25/06/2019;4;0;BE;07:00:00;2;0.102;0.116;0.086;0.083;0.119;NA;
26/06/2019;4;0;BE;07:00:00;2;0.1014;0.084;0.101;0.071;0.109;NA;
27/06/2019;4;0;BE;07:00:00;2;0.104;0.085;0.137;0.089;0.138;NA;
28/06/2019;4;0;BE;07:00:00;2;0.093;0.088;0.094;0.063;0.093;NA;
01/07/2019;4;0;BE;07:00:00;2;0.088;0.076;0.075;0.077;0.107;NA;
02/07/2019;4;0;BE;07:00:00;2;0.1022;0.105;0.096;0.068;0.102;NA;
03/07/2019;4;0;BE;07:00:00;2;0.084;0.099;0.1;0.072;0.11;NA;
04/07/2019;4;0;BE;07:00:00;2;0.098;0.098;0.101;0.066;0.091;NA;
05/07/2019;4;0;BE;07:00:00;2;0.107;0.095;0.093;0.07;0.102;NA;
28/05/2019;4;0;BE;07:00:00;2;0.112;0.09;0.0938;0.093;0.127;NA;
21/05/2019;40;0;AF;08:00:00;2;0.289;0.312;0.367;0.326;0.227;NA;
22/05/2019;40;0;AF;08:00:00;2;0.307;0.329;0.303;0.304;0.201;NA;
23/05/2019;40;0;AF;08:00:00;2;0.27;0.326;0.2965;0.257;0.149;NA;
27/05/2019;40;0;AF;08:00:00;2;0.23;0.28;0.333;0.273;0.191;NA;
29/05/2019;40;0;AF;08:00:00;2;0.2258;0.305;0.31775;0.26;0.19;NA;
03/06/2019;40;0;AF;08:00:00;2;0.261;0.249;0.328;0.267;0.18;NA;
04/06/2019;40;0;AF;08:00:00;2;0.257;0.273;0.339;0.245;0.16;NA;
06/06/2019;40;0;AF;08:00:00;2;0.251;0.318;0.318666666666667;0.241;0.16;NA;
07/06/2019;40;0;AF;08:00:00;2;0.251;0.255;0.288;0.23;0.159;NA;
11/06/2019;40;0;AF;08:00:00;2;0.282;0.35;0.319;0.205;0.132;NA;
13/06/2019;40;0;AF;08:00:00;2;0.274;0.316;0.389;0.169;0.112;NA;
14/06/2019;40;0;AF;08:00:00;2;0.234;0.304;0.304;0.212;0.116;NA;
17/06/2019;40;0;AF;08:00:00;2;0.222;0.287;0.33;0.204;0.137;NA;
18/06/2019;40;0;AF;08:00:00;2;0.252;0.31;0.352;0.226;0.162;NA;
19/06/2019;40;0;AF;08:00:00;2;0.246;0.261;0.32125;0.281;0.137;NA;
20/06/2019;40;0;AF;08:00:00;2;0.247;0.319;0.364;0.203;0.136;NA;
21/06/2019;40;0;AF;08:00:00;2;0.204;0.264;0.293;0.192;0.126;NA;
24/06/2019;40;0;AF;08:00:00;2;0.219;0.232;0.3090625;0.175;0.114;NA;
25/06/2019;40;0;AF;08:00:00;2;0.268;0.281;0.3204375;0.193;0.13;NA;
28/06/2019;40;0;AF;08:00:00;2;0.217;0.227;0.296;0.171;0.114;NA;
01/07/2019;40;0;AF;08:00:00;2;0.211;0.271;0.287;0.178;0.117;NA;
04/07/2019;40;0;AF;08:00:00;2;0.304;0.257;0.311;0.208;0.137;NA;
05/07/2019;40;0;AF;08:00:00;2;0.221;0.251;0.302;0.174;0.116;NA;
28/05/2019;40;0;AF;08:00:00;2;0.298;0.281;0.3160125;0.298;0.207;NA;
05/06/2019;40;0;AF;08:00:00;2;0.223;0.253;0.304;0.197;0.132;NA;
21/05/2019;40;0;AJ;08:00:00;2;0.453;0.573;0.649;0.389;0.326;0.227;
22/05/2019;40;0;AJ;08:00:00;2;0.468;0.502;0.613;0.382;0.304;0.201;
23/05/2019;40;0;AJ;08:00:00;2;0.466;0.501;0.632;0.347;0.257;0.149;
27/05/2019;40;0;AJ;08:00:00;2;0.396;0.474;0.625;0.335;0.273;0.191;
29/05/2019;40;0;AJ;08:00:00;2;0.435;0.46;0.528;0.335;0.26;0.19;
03/06/2019;40;0;AJ;08:00:00;2;0.418;0.457;0.605;0.349;0.267;0.18;
04/06/2019;40;0;AJ;08:00:00;2;0.401;0.5132;0.702;0.329;0.245;0.16;
06/06/2019;40;0;AJ;08:00:00;2;0.713;0.496;0.604;0.346;0.241;0.16;
07/06/2019;40;0;AJ;08:00:00;2;0.405;0.437;0.624666666666667;0.31;0.23;0.159;
11/06/2019;40;0;AJ;08:00:00;2;0.52;0.54;0.5958;0.34;0.205;0.132;
13/06/2019;40;0;AJ;08:00:00;2;0.438;0.548;0.604;0.297;0.169;0.112;
14/06/2019;40;0;AJ;08:00:00;2;0.336;0.483;0.624;0.313;0.212;0.116;
17/06/2019;40;0;AJ;08:00:00;2;0.439;0.496;0.604;0.334;0.204;0.137;
18/06/2019;40;0;AJ;08:00:00;2;0.507;0.54;0.612;0.362;0.226;0.162;
19/06/2019;40;0;AJ;08:00:00;2;0.388;0.479;0.72;0.522;0.281;0.137;
20/06/2019;40;0;AJ;08:00:00;2;0.482;0.653;0.613416666666667;0.339;0.203;0.136;
21/06/2019;40;0;AJ;08:00:00;2;0.378;0.458;0.573;0.316;0.192;0.126;
24/06/2019;40;0;AJ;08:00:00;2;0.399;0.412;0.597;0.291;0.175;0.114;
25/06/2019;40;0;AJ;08:00:00;2;0.45;0.483;0.621854166666667;0.347;0.193;0.13;
28/06/2019;40;0;AJ;08:00:00;2;0.416;0.428;0.512;0.292;0.171;0.114;
01/07/2019;40;0;AJ;08:00:00;2;0.409;0.436;0.621854166666667;0.289;0.178;0.117;
04/07/2019;40;0;AJ;08:00:00;2;0.439;0.484;0.624;0.329;0.208;0.137;
05/07/2019;40;0;AJ;08:00:00;2;0.38;0.657;0.505;0.303;0.174;0.116;
28/05/2019;40;0;AJ;08:00:00;2;0.52;0.542;0.567170833333333;0.395;0.298;0.207;
05/06/2019;40;0;AJ;08:00:00;2;0.447;0.448;0.645;0.281;0.197;0.132;
21/05/2019;40;0;AP;08:00:00;2;0.17;0.208;0.255;0.227;NA;NA;
22/05/2019;40;0;AP;08:00:00;2;0.204;0.209;0.195;0.201;NA;NA;
23/05/2019;40;0;AP;08:00:00;2;0.161;0.205;0.1964;0.149;NA;NA;
27/05/2019;40;0;AP;08:00:00;2;0.15;0.177;0.207;0.191;NA;NA;
29/05/2019;40;0;AP;08:00:00;2;0.141;0.2;0.1912;0.19;NA;NA;
03/06/2019;40;0;AP;08:00:00;2;0.155;0.1546;0.205;0.18;NA;NA;
04/06/2019;40;0;AP;08:00:00;2;0.162;0.163;0.227;0.16;NA;NA;
06/06/2019;40;0;AP;08:00:00;2;0.16;0.204;0.1914;0.16;NA;NA;
07/06/2019;40;0;AP;08:00:00;2;0.174;0.164;0.198;0.159;NA;NA;
11/06/2019;40;0;AP;08:00:00;2;0.179;0.208;0.189333333333333;0.132;NA;NA;
13/06/2019;40;0;AP;08:00:00;2;0.164;0.211;0.259;0.112;NA;NA;
14/06/2019;40;0;AP;08:00:00;2;0.153;0.194;0.182;0.116;NA;NA;
17/06/2019;40;0;AP;08:00:00;2;0.161;0.184;0.202;0.137;NA;NA;
18/06/2019;40;0;AP;08:00:00;2;0.178;0.2;0.214;0.162;NA;NA;
19/06/2019;40;0;AP;08:00:00;2;0.151;0.162;0.2013;0.137;NA;NA;
20/06/2019;40;0;AP;08:00:00;2;0.175;0.227;0.232;0.136;NA;NA;
21/06/2019;40;0;AP;08:00:00;2;0.127;0.178;0.183;0.126;NA;NA;
24/06/2019;40;0;AP;08:00:00;2;0.124;0.138;0.20805;0.114;NA;NA;
25/06/2019;40;0;AP;08:00:00;2;0.163;0.184;0.2003125;0.13;NA;NA;
28/06/2019;40;0;AP;08:00:00;2;0.129;0.149;0.168;0.114;NA;NA;
01/07/2019;40;0;AP;08:00:00;2;0.129;0.171;0.17;0.117;NA;NA;
04/07/2019;40;0;AP;08:00:00;2;0.211;0.159;0.187;0.137;NA;NA;
05/07/2019;40;0;AP;08:00:00;2;0.13;0.156;0.177;0.116;NA;NA;
28/05/2019;40;0;AP;08:00:00;2;0.188;0.189;0.1914;0.207;NA;NA;
05/06/2019;40;0;AP;08:00:00;2;0.143;0.161;0.184;0.132;NA;NA;
21/05/2019;40;0;AZ;NA;2;0.172;0.572;0.644;NA;NA;NA;
22/05/2019;40;0;AZ;NA;2;0.118;0.521;0.593;NA;NA;NA;
23/05/2019;40;0;AZ;NA;2;0.1475;0.5046;0.607;NA;NA;NA;
27/05/2019;40;0;AZ;NA;2;0.134;0.482;0.623;NA;NA;NA;
29/05/2019;40;0;AZ;NA;2;0.1582;0.459;0.52;NA;NA;NA;
03/06/2019;40;0;AZ;NA;2;0.13;0.49;0.591;NA;NA;NA;
04/06/2019;40;0;AZ;NA;2;0.15;0.555;0.703;NA;NA;NA;
06/06/2019;40;0;AZ;NA;2;0.561;0.4782;0.540333333333333;NA;NA;NA;
07/06/2019;40;0;AZ;NA;2;0.126;0.441;0.592166666666667;NA;NA;NA;
11/06/2019;40;0;AZ;NA;2;0.134;0.524;0.508;NA;NA;NA;
13/06/2019;40;0;AZ;NA;2;0.188;0.537;0.61;NA;NA;NA;
14/06/2019;40;0;AZ;NA;2;0.116;0.493;0.605;NA;NA;NA;
17/06/2019;40;0;AZ;NA;2;0.125;0.524;0.592;NA;NA;NA;
18/06/2019;40;0;AZ;NA;2;0.138;0.514;0.613;NA;NA;NA;
19/06/2019;40;0;AZ;NA;2;0.497;0.707;0.582791666666667;NA;NA;NA;
20/06/2019;40;0;AZ;NA;2;0.16;0.53;0.646;NA;NA;NA;
21/06/2019;40;0;AZ;NA;2;0.109;0.577;0.532930555555556;NA;NA;NA;
24/06/2019;40;0;AZ;NA;2;0.09;0.47;0.595;NA;NA;NA;
25/06/2019;40;0;AZ;NA;2;0.461;0.4782;0.538482638888889;NA;NA;NA;
28/06/2019;40;0;AZ;NA;2;0.109;0.439;0.508;NA;NA;NA;
01/07/2019;40;0;AZ;NA;2;0.116;0.475;0.563936631944444;NA;NA;NA;
04/07/2019;40;0;AZ;NA;2;0.121;0.549;0.613;NA;NA;NA;
05/07/2019;40;0;AZ;NA;2;0.108;0.407;0.508;NA;NA;NA;
28/05/2019;40;0;AZ;NA;2;0.484;0.4782;0.5435734375;NA;NA;NA;
05/06/2019;40;0;AZ;NA;2;0.119;0.479;0.636;NA;NA;NA;
21/05/2019;40;0;BB;08:00:00;2;0.466;0.49;0.618;0.389;0.434;0.326;
22/05/2019;40;0;BB;08:00:00;2;0.534;0.476;0.591;0.382;0.422;0.304;
23/05/2019;40;0;BB;08:00:00;2;0.48;0.465;0.6;0.347;0.398;0.257;
27/05/2019;40;0;BB;08:00:00;2;0.461;0.424;0.601;0.335;0.381;0.273;
29/05/2019;40;0;BB;08:00:00;2;0.457;0.456;0.504;0.335;0.379;0.26;
03/06/2019;40;0;BB;08:00:00;2;0.463;0.459;0.556;0.349;0.406;0.267;
04/06/2019;40;0;BB;08:00:00;2;0.499;0.359;0.657;0.329;0.358;0.245;
06/06/2019;40;0;BB;08:00:00;2;0.707;0.472;0.5585;0.346;0.409;0.241;
07/06/2019;40;0;BB;08:00:00;2;0.467;0.393;0.584833333333333;0.31;0.345;0.23;
11/06/2019;40;0;BB;08:00:00;2;0.445;0.483;0.5475;0.34;0.383;0.205;
13/06/2019;40;0;BB;08:00:00;2;0.48;0.406;0.566;0.297;0.331;0.169;
14/06/2019;40;0;BB;08:00:00;2;0.474;0.319;0.587;0.313;0.361;0.212;
17/06/2019;40;0;BB;08:00:00;2;0.431;0.581;0.578;0.334;0.373;0.204;
18/06/2019;40;0;BB;08:00:00;2;0.461;0.491;0.561;0.362;0.413;0.226;
19/06/2019;40;0;BB;08:00:00;2;0.579;0.384;0.682;0.522;0.56;0.281;
20/06/2019;40;0;BB;08:00:00;2;0.497;0.636;0.5551;0.339;0.388;0.203;
21/06/2019;40;0;BB;08:00:00;2;0.415;0.411;0.553;0.316;0.352;0.192;
24/06/2019;40;0;BB;08:00:00;2;0.477;0.39;0.556;0.291;0.348;0.175;
25/06/2019;40;0;BB;08:00:00;2;0.58;0.42;0.562025;0.347;0.386;0.193;
28/06/2019;40;0;BB;08:00:00;2;0.329;0.413;0.497;0.292;0.352;0.171;
01/07/2019;40;0;BB;08:00:00;2;0.475;0.418;0.585525;0.289;0.329;0.178;
04/07/2019;40;0;BB;08:00:00;2;0.443;0.44;0.599;0.329;0.376;0.208;
05/07/2019;40;0;BB;08:00:00;2;0.435;0.376;0.476;0.303;0.345;0.174;
28/05/2019;40;0;BB;08:00:00;2;0.447;0.531;0.5349;0.395;0.41;0.298;
05/06/2019;40;0;BB;08:00:00;2;0.433;0.461;0.627;0.281;0.326;0.197;
21/05/2019;41;0;AF;08:00:00;2;0.312;0.367;0.389;0.222;0.141;NA;
22/05/2019;41;0;AF;08:00:00;2;0.329;0.303;0.382;0.195;0.124;NA;
23/05/2019;41;0;AF;08:00:00;2;0.326;0.297;0.347;0.176;0.104;NA;
27/05/2019;41;0;AF;08:00:00;2;0.28;0.333;0.335;0.211;0.13;NA;
29/05/2019;41;0;AF;08:00:00;2;0.305;0.31325;0.335;0.185;0.109;NA;
03/06/2019;41;0;AF;08:00:00;2;0.289;0.328;0.349;0.183;0.101;NA;
04/06/2019;41;0;AF;08:00:00;2;0.273;0.339;0.329;0.227;0.147;NA;
06/06/2019;41;0;AF;08:00:00;2;0.318;0.346;0.301;0.204;0.125;NA;
07/06/2019;41;0;AF;08:00:00;2;0.255;0.288;0.31;0.181;0.107;NA;
11/06/2019;41;0;AF;08:00:00;2;0.282;0.35;0.34;0.21;0.131;NA;
13/06/2019;41;0;AF;08:00:00;2;0.316;0.389;0.297;0.181;0.092;NA;
14/06/2019;41;0;AF;08:00:00;2;0.304;0.304;0.313;0.191;0.127;NA;
17/06/2019;41;0;AF;08:00:00;2;0.287;0.33;0.334;0.19;0.127;NA;
18/06/2019;41;0;AF;08:00:00;2;0.31;0.352;0.362;0.19;0.117;NA;
19/06/2019;41;0;AF;08:00:00;2;0.261;0.522;0.3095;0.193;0.125;NA;
20/06/2019;41;0;AF;08:00:00;2;0.319;0.364;0.339;0.189;0.125;NA;
21/06/2019;41;0;AF;08:00:00;2;0.264;0.293;0.316;0.188;0.119;NA;
24/06/2019;41;0;AF;08:00:00;2;0.232;0.291;0.3315;0.202;0.126;NA;
25/06/2019;41;0;AF;08:00:00;2;0.281;0.347;0.31175;0.193;0.121;NA;
26/06/2019;41;0;AF;08:00:00;2;0.222;0.291;0.341666666666667;0.183;0.112;NA;
27/06/2019;41;0;AF;08:00:00;2;0.269;0.279;0.341666666666667;0.159;0.093;NA;
28/06/2019;41;0;AF;08:00:00;2;0.227;0.296;0.292;0.146;0.081;NA;
01/07/2019;41;0;AF;08:00:00;2;0.271;0.287;0.289;0.191;0.131;NA;
02/07/2019;41;0;AF;08:00:00;2;0.293;0.3134;0.331266666666667;0.27;0.145;NA;
03/07/2019;41;0;AF;08:00:00;2;0.254;0.336;0.349253333333333;0.187;0.119;NA;
04/07/2019;41;0;AF;08:00:00;2;0.257;0.311;0.329;0.165;0.113;NA;
05/07/2019;41;0;AF;08:00:00;2;0.251;0.302;0.303;0.182;0.119;NA;
28/05/2019;41;0;AF;08:00:00;2;0.281;0.395;0.329966666666667;0.206;0.133;NA;
05/06/2019;41;0;AF;08:00:00;2;0.253;0.304;0.281;0.194;0.132;NA;
21/05/2019;41;0;AJ;08:00:00;2;0.552;0.57;0.642;0.373;0.222;0.141;
22/05/2019;41;0;AJ;08:00:00;2;0.496;0.54;0.54;0.328;0.195;0.124;
23/05/2019;41;0;AJ;08:00:00;2;0.651;0.807;0.5294;0.328;0.176;0.104;
27/05/2019;41;0;AJ;08:00:00;2;0.471;0.635;0.604;0.36;0.211;0.13;
29/05/2019;41;0;AJ;08:00:00;2;0.448;0.479;0.554;0.292;0.185;0.109;
03/06/2019;41;0;AJ;08:00:00;2;0.493;0.593;0.566;0.324;0.183;0.101;
04/06/2019;41;0;AJ;08:00:00;2;0.461;0.537;0.549;0.36;0.227;0.147;
06/06/2019;41;0;AJ;08:00:00;2;0.415;0.6;0.5192;0.362;0.204;0.125;
07/06/2019;41;0;AJ;08:00:00;2;0.4745;0.539;0.561;0.307;0.181;0.107;
11/06/2019;41;0;AJ;08:00:00;2;0.470666666666667;0.551;0.641;0.344;0.21;0.131;
13/06/2019;41;0;AJ;08:00:00;2;0.51;0.549;0.594;0.32;0.181;0.092;
14/06/2019;41;0;AJ;08:00:00;2;0.537;0.556;0.537;0.329;0.191;0.127;
17/06/2019;41;0;AJ;08:00:00;2;0.477;0.5942;0.557;0.326;0.19;0.127;
18/06/2019;41;0;AJ;08:00:00;2;0.544;0.572;0.623;0.362;0.19;0.117;
19/06/2019;41;0;AJ;08:00:00;2;0.466;0.525;0.54;0.329;0.193;0.125;
20/06/2019;41;0;AJ;08:00:00;2;0.465;0.586;0.58;0.334;0.189;0.125;
21/06/2019;41;0;AJ;08:00:00;2;0.531;0.501;0.492;0.345;0.188;0.119;
24/06/2019;41;0;AJ;08:00:00;2;0.426;0.522;0.533;0.351;0.202;0.126;
25/06/2019;41;0;AJ;08:00:00;2;0.512;0.56;0.586;0.335;0.193;0.121;
26/06/2019;41;0;AJ;08:00:00;2;0.421;0.463;0.503;0.307;0.183;0.112;
27/06/2019;41;0;AJ;08:00:00;2;0.4718;0.531;0.57884;0.297;0.159;0.093;
28/06/2019;41;0;AJ;08:00:00;2;0.499533333333333;0.471;0.467;0.274;0.146;0.081;
01/07/2019;41;0;AJ;08:00:00;2;0.447;0.513;0.553;0.329;0.191;0.131;
02/07/2019;41;0;AJ;08:00:00;2;0.46;0.5626;0.58;0.512;0.27;0.145;
03/07/2019;41;0;AJ;08:00:00;2;0.499533333333333;0.547;0.515;0.308;0.187;0.119;
04/07/2019;41;0;AJ;08:00:00;2;0.474;0.533;0.559;0.285;0.165;0.113;
05/07/2019;41;0;AJ;08:00:00;2;0.497;0.6072;0.55452;0.309;0.182;0.119;
28/05/2019;41;0;AJ;08:00:00;2;0.511;0.548;0.52464;0.323;0.206;0.133;
05/06/2019;41;0;AJ;08:00:00;2;0.467;0.5842;0.55068;0.312;0.194;0.132;
21/05/2019;41;0;AP;08:00:00;2;0.208;0.255;0.326;0.141;NA;NA;
22/05/2019;41;0;AP;08:00:00;2;0.209;0.195;0.304;0.124;NA;NA;
23/05/2019;41;0;AP;08:00:00;2;0.205;0.209;0.257;0.104;NA;NA;
27/05/2019;41;0;AP;08:00:00;2;0.177;0.207;0.273;0.13;NA;NA;
29/05/2019;41;0;AP;08:00:00;2;0.2;0.209;0.26;0.109;NA;NA;
03/06/2019;41;0;AP;08:00:00;2;0.1746;0.205;0.267;0.101;NA;NA;
04/06/2019;41;0;AP;08:00:00;2;0.163;0.227;0.245;0.147;NA;NA;
06/06/2019;41;0;AP;08:00:00;2;0.204;0.241;0.176;0.125;NA;NA;
07/06/2019;41;0;AP;08:00:00;2;0.164;0.198;0.23;0.107;NA;NA;
11/06/2019;41;0;AP;08:00:00;2;0.179;0.208;0.205;0.131;NA;NA;
13/06/2019;41;0;AP;08:00:00;2;0.211;0.259;0.169;0.092;NA;NA;
14/06/2019;41;0;AP;08:00:00;2;0.194;0.182;0.212;0.127;NA;NA;
17/06/2019;41;0;AP;08:00:00;2;0.184;0.202;0.204;0.127;NA;NA;
18/06/2019;41;0;AP;08:00:00;2;0.2;0.214;0.226;0.117;NA;NA;
19/06/2019;41;0;AP;08:00:00;2;0.162;0.281;0.176;0.125;NA;NA;
20/06/2019;41;0;AP;08:00:00;2;0.227;0.232;0.203;0.125;NA;NA;
21/06/2019;41;0;AP;08:00:00;2;0.178;0.183;0.192;0.119;NA;NA;
24/06/2019;41;0;AP;08:00:00;2;0.138;0.175;0.21;0.126;NA;NA;
25/06/2019;41;0;AP;08:00:00;2;0.184;0.193;0.209;0.121;NA;NA;
26/06/2019;41;0;AP;08:00:00;2;0.145;0.171;0.21;0.112;NA;NA;
27/06/2019;41;0;AP;08:00:00;2;0.165;0.172;0.21;0.093;NA;NA;
28/06/2019;41;0;AP;08:00:00;2;0.149;0.168;0.171;0.081;NA;NA;
01/07/2019;41;0;AP;08:00:00;2;0.171;0.17;0.178;0.131;NA;NA;
02/07/2019;41;0;AP;08:00:00;2;0.195;0.195;0.2058;0.145;NA;NA;
03/07/2019;41;0;AP;08:00:00;2;0.169;0.198;0.21;0.119;NA;NA;
04/07/2019;41;0;AP;08:00:00;2;0.159;0.187;0.208;0.113;NA;NA;
05/07/2019;41;0;AP;08:00:00;2;0.156;0.177;0.174;0.119;NA;NA;
28/05/2019;41;0;AP;08:00:00;2;0.189;0.298;0.1964;0.133;NA;NA;
05/06/2019;41;0;AP;08:00:00;2;0.161;0.184;0.197;0.132;NA;NA;
21/05/2019;41;0;AZ;NA;2;0.227;0.62;0.644;NA;NA;NA;
22/05/2019;41;0;AZ;NA;2;0.201;0.501;0.593;NA;NA;NA;
23/05/2019;41;0;AZ;NA;2;0.149;0.5142;0.607;NA;NA;NA;
27/05/2019;41;0;AZ;NA;2;0.191;0.569;0.623;NA;NA;NA;
29/05/2019;41;0;AZ;NA;2;0.19;0.501;0.52;NA;NA;NA;
03/06/2019;41;0;AZ;NA;2;0.18;0.547;0.591;NA;NA;NA;
04/06/2019;41;0;AZ;NA;2;0.16;0.528;0.703;NA;NA;NA;
06/06/2019;41;0;AZ;NA;2;0.16;0.5645;0.616333333333333;NA;NA;NA;
07/06/2019;41;0;AZ;NA;2;0.159;0.523;0.588333333333333;NA;NA;NA;
11/06/2019;41;0;AZ;NA;2;0.132;0.607;0.544333333333333;NA;NA;NA;
13/06/2019;41;0;AZ;NA;2;0.112;0.555;0.61;NA;NA;NA;
14/06/2019;41;0;AZ;NA;2;0.116;0.514;0.605;NA;NA;NA;
17/06/2019;41;0;AZ;NA;2;0.137;0.525;0.592;NA;NA;NA;
18/06/2019;41;0;AZ;NA;2;0.162;0.598;0.613;NA;NA;NA;
19/06/2019;41;0;AZ;NA;2;0.137;0.511;0.707;NA;NA;NA;
20/06/2019;41;0;AZ;NA;2;0.136;0.551;0.646;NA;NA;NA;
21/06/2019;41;0;AZ;NA;2;0.126;0.465;0.577;NA;NA;NA;
24/06/2019;41;0;AZ;NA;2;0.114;0.491;0.595;NA;NA;NA;
25/06/2019;41;0;AZ;NA;2;0.13;0.564;0.5805;NA;NA;NA;
26/06/2019;41;0;AZ;NA;2;0.1636;0.472;0.548;NA;NA;NA;
27/06/2019;41;0;AZ;NA;2;0.486;0.592;0.57125;NA;NA;NA;
28/06/2019;41;0;AZ;NA;2;0.114;0.456;0.508;NA;NA;NA;
01/07/2019;41;0;AZ;NA;2;0.117;0.505;0.599116666666667;NA;NA;NA;
02/07/2019;41;0;AZ;NA;2;0.54;0.667;0.576823333333333;NA;NA;NA;
03/07/2019;41;0;AZ;NA;2;0.2396;0.473;0.599116666666667;NA;NA;NA;
04/07/2019;41;0;AZ;NA;2;0.137;0.53;0.613;NA;NA;NA;
05/07/2019;41;0;AZ;NA;2;0.116;0.484;0.508;NA;NA;NA;
28/05/2019;41;0;AZ;NA;2;0.207;0.5216;0.57785;NA;NA;NA;
05/06/2019;41;0;AZ;NA;2;0.132;0.5012;0.636;NA;NA;NA;
21/05/2019;41;0;BB;08:00:00;2;0.53;0.556;0.633;0.373;0.42;0.222;
22/05/2019;41;0;BB;08:00:00;2;0.508;0.486;0.537;0.328;0.364;0.195;
23/05/2019;41;0;BB;08:00:00;2;0.732;0.572;0.50975;0.328;0.465;0.176;
27/05/2019;41;0;BB;08:00:00;2;0.464;0.463;0.574;0.36;0.392;0.211;
29/05/2019;41;0;BB;08:00:00;2;0.452;0.453;0.549;0.292;0.323;0.185;
03/06/2019;41;0;BB;08:00:00;2;0.5066;0.491;0.584;0.324;0.337;0.183;
04/06/2019;41;0;BB;08:00:00;2;0.5348;0.458;0.555;0.36;0.379;0.227;
06/06/2019;41;0;BB;08:00:00;2;0.579;0.405;0.48825;0.362;0.401;0.204;
